case_id,category,prev,wrong,next,expected,corrected,decision,pass,bigram_prev_orig,bigram_prev_corr,bigram_orig_next,bigram_corr_next,dynamic_keep_bonus,dynamic_margin,dynamic_threshold,orig_left,orig_bi_diag
1580,non-word,genomic,epidemoeogy,and,epidemiology,epidemiology,Non-word error,True,0,2,0,225,,,,,
1581,non-word,growing,nvmer,of,number,number,Non-word error,True,0,75,0,6073,,,,,
1582,non-word,detailed,aalhsis,disclosed,analysis,analysis,Non-word error,True,0,67,0,4,,,,,
1583,non-word,countries,reardinz,its,regarding,regarding,Non-word error,True,0,3,0,36,,,,,
1584,non-word,to,offiikl,statistics,official,official,Non-word error,True,0,7,0,18,,,,,
1585,non-word,months,delc,variation,delta,cell,Non-word error,False,0,0,0,0,,,,,
1586,non-word,much,himhr,than,higher,higher,Non-word error,True,0,90,0,879,,,,,
1587,non-word,in,dittriution,is,distribution,distribution,Non-word error,True,0,18,0,41,,,,,
1588,non-word,more,detyile,analysis,detailed,detailed,Non-word error,True,0,56,0,67,,,,,
1589,non-word,its,traefer,to,transfer,transfer,Non-word error,True,0,2,0,72,,,,,
1590,non-word,latest,variatgns,sars-cov-2,variations,variants,Non-word error,False,0,0,0,0,,,,,
1591,non-word,a,ovrl,identified,novel,novel,Non-word error,True,0,2486,0,2,,,,,
1592,non-word,the,edkor,among,editor,error,Non-word error,False,0,54,0,0,,,,,
1593,non-word,spike,prteiz,containing,protein,protein,Non-word error,True,0,189,0,21,,,,,
1594,non-word,to,chbne,genomic,change,china,Non-word error,False,0,44,0,1,,,,,
1595,non-word,pothegenic,vics,proceeds,virus,is,Non-word error,False,0,0,0,0,,,,,
1596,non-word,it,imentfied,following,identified,identified,Non-word error,True,0,2,0,6,,,,,
1597,non-word,delta,varatian,was,variation,variation,Non-word error,True,0,0,0,17,,,,,
1598,non-word,617,jlding,in,holding,coding,Non-word error,False,0,0,0,5,,,,,
1599,non-word,voc,frmejly,has,formerly,freely,Non-word error,False,0,0,0,0,,,,,
1600,non-word,in,ecemt,months,recent,recent,Non-word error,True,0,956,0,10,,,,,
1601,non-word,the,enjga,here,enigma,enjoy,Non-word error,False,0,0,0,0,,,,,
1602,non-word,official,statsaics,the,statistics,statistics,Non-word error,True,0,18,0,25,,,,,
1603,non-word,protein,csntaning,within,containing,containing,Non-word error,True,0,21,0,0,,,,,
1604,non-word,the,epidemm,with,epidemic,epidemic,Non-word error,True,0,468,0,15,,,,,
1605,non-word,the,dadeiest,covid-19,deadliest,deadliest,Non-word error,True,0,22,0,0,,,,,
1606,non-word,signature,mutawios,d111d,mutations,mutations,Non-word error,True,0,1,0,0,,,,,
1607,non-word,has,bzome,the,become,become,Non-word error,True,0,764,0,158,,,,,
1608,non-word,6,xccrding,to,according,according,Non-word error,True,0,0,0,2567,,,,,
1609,non-word,of,cuncer,voc,concern,cancer,Non-word error,False,0,792,0,0,,,,,
1610,non-word,delta,arirnt,has,variant,variant,Non-word error,True,0,10,0,1,,,,,
1611,non-word,receptor-binding,ooain,rbd,domain,domain,Non-word error,True,0,0,0,17,,,,,
1612,non-word,the,veta,variant,delta,meta,Non-word error,False,0,127,0,0,,,,,
1613,non-word,areas,yhee,the,where,where,Non-word error,True,0,91,0,688,,,,,
1614,non-word,the,previllng,lineage,prevailing,prevailing,Non-word error,True,0,46,0,0,,,,,
1615,non-word,become,omioant,is,dominant,dominant,Non-word error,True,0,3,0,0,,,,,
1616,non-word,sequencing,esoluton,one,evolution,evolution,Non-word error,True,0,0,0,0,,,,,
1617,non-word,was,anow,as,known,not,Non-word error,False,0,1379,0,78,,,,,
1618,non-word,the,nitsal,high,initial,nasal,Non-word error,False,0,128,0,12,,,,,
1619,non-word,the,mothlity,rate,mortality,mortality,Non-word error,True,0,311,0,643,,,,,
1620,non-word,more,lethlite,of,lethality,lethality,Non-word error,True,0,0,0,17,,,,,
1621,non-word,high,motaliwy,rate,mortality,mortality,Non-word error,True,0,346,0,643,,,,,
1622,non-word,change,gdomic,epidemiology,genomic,genomic,Non-word error,True,0,0,0,2,,,,,
1623,non-word,common,signarre,mutations,signature,signature,Non-word error,True,0,0,0,1,,,,,
1624,non-word,editor,movg,the,among,among,Non-word error,True,0,0,0,2018,,,,,
1625,non-word,recent,menth,delta,months,month,Non-word error,False,0,2,0,0,,,,,
1626,non-word,many,coutries,1,countries,countries,Non-word error,True,0,183,0,0,,,,,
1627,non-word,an,lpsurg,in,upsurge,upsurge,Non-word error,True,0,5,0,12,,,,,
1628,non-word,covid-19,lmnages,the,lineages,images,Non-word error,False,0,4,0,87,,,,,
1629,non-word,the,growii,number,growing,growing,Non-word error,True,0,265,0,75,,,,,
1630,non-word,analysis,dislored,that,disclosed,disclosed,Non-word error,True,0,4,0,6,,,,,
1631,non-word,with,peviius,covid-19,previous,previous,Non-word error,True,0,124,0,3,,,,,
1632,non-word,same,ptiod,and,period,period,Non-word error,True,0,97,0,206,,,,,
1633,non-word,mist,pmts,of,parts,post,Non-word error,False,0,0,0,0,,,,,
1634,non-word,identified,lhnege,b,lineage,lineage,Non-word error,True,0,0,0,0,,,,,
1635,non-word,india,svne,january,since,since,Non-word error,True,0,2,0,5,,,,,
1636,non-word,from,reverl,countries,several,several,Non-word error,True,0,74,0,58,,,,,
1637,non-word,this,ariatiod,is,variation,variation,Non-word error,True,0,21,0,26,,,,,
1638,non-word,since,nanuay,2021,january,january,Non-word error,True,0,5,0,0,,,,,
1639,non-word,identified,ollocing,an,following,following,Non-word error,True,0,6,0,72,,,,,
1640,non-word,most,pevafent,type,prevalent,prevalent,Non-word error,True,0,229,0,5,,,,,
1641,non-word,prevailing,liceag,in,lineage,linear,Non-word error,False,0,0,0,3,,,,,
1642,non-word,the,avancemeny,of,advancement,advancement,Non-word error,True,0,81,0,90,,,,,
1643,non-word,2,criant,of,variant,variant,Non-word error,True,0,0,0,124,,,,,
1644,non-word,in,indivicals,in,individuals,individuals,Non-word error,True,0,245,0,180,,,,,
1645,non-word,fatal,repras,from,reports,reports,Non-word error,True,0,0,0,54,,,,,
1646,non-word,the,aesern,part,western,western,Non-word error,True,0,155,0,6,,,,,
1647,non-word,novel,idetifizd,lineage,identified,identified,Non-word error,True,0,2,0,0,,,,,
1648,non-word,genome,seqzncing,of,sequencing,sequencing,Non-word error,True,0,197,0,208,,,,,
1649,non-word,an,opportunby,to,opportunity,opportunity,Non-word error,True,0,281,0,458,,,,,
1650,non-word,provid,phlcy,makers,policy,policy,Non-word error,True,0,0,0,262,,,,,
1651,non-word,real-time,seqwecing,findings,sequencing,sequencing,Non-word error,True,0,0,0,0,,,,,
1652,non-word,analysis,suggqts,that,suggests,suggests,Non-word error,True,0,61,0,1044,,,,,
1653,non-word,tracing,pvogra,showed,program,program,Non-word error,True,0,1,0,1,,,,,
1654,non-word,policy,baers,with,makers,makers,Non-word error,True,0,262,0,7,,,,,
1655,non-word,samples,betxee,june,between,between,Non-word error,True,0,3,0,74,,,,,
1656,non-word,sample-to-sequence,tutnarund,time,turnaround,turnaround,Non-word error,True,0,0,0,47,,,,,
1657,non-word,integrated,alonsgde,an,alongside,alongside,Non-word error,True,0,1,0,5,,,,,
1658,non-word,deta,colectxd,on,collected,collected,Non-word error,True,0,0,0,90,,,,,
1659,non-word,stayed,pokiive,for,positive,positive,Non-word error,True,0,0,0,529,,,,,
1660,non-word,the,ckntct,tracing,contact,contact,Non-word error,True,0,98,0,189,,,,,
1661,non-word,to,povidq,a,provide,provide,Non-word error,True,0,1943,0,1505,,,,,
1662,non-word,uk,chmnel,island,channel,channel,Non-word error,True,0,0,0,0,,,,,
1663,non-word,summer,otbreac,and,outbreak,outbreak,Non-word error,True,0,1,0,115,,,,,
1664,non-word,positive,ihdividuls,was,individuals,individuals,Non-word error,True,0,21,0,9,,,,,
1665,non-word,sequencing,apcroch,using,approach,approach,Non-word error,True,0,10,0,84,,,,,
1666,non-word,during,intwr,than,winter,inter,Non-word error,False,0,1,0,0,,,,,
1667,non-word,the,wmerence,of,emergence,emergence,Non-word error,True,0,658,0,791,,,,,
1668,non-word,ont,portapl,device,portable,portable,Non-word error,True,0,0,0,8,,,,,
1669,non-word,unvaccinated,inividubls,the,individuals,individuals,Non-word error,True,0,1,0,74,,,,,
1670,non-word,we,rpprt,on,report,report,Non-word error,True,0,1051,0,229,,,,,
1671,non-word,was,integaded,alongside,integrated,integrated,Non-word error,True,0,21,0,1,,,,,
1672,non-word,that,iduntfied,8,identified,identified,Non-word error,True,0,12,0,0,,,,,
1673,non-word,our,stuu,implemented,study,study,Non-word error,True,0,1285,0,5,,,,,
1674,non-word,health,survilsance,from,surveillance,surveillance,Non-word error,True,0,102,0,7,,,,,
1675,non-word,sars-cov-2,psivive,individuals,positive,positive,Non-word error,True,0,0,0,21,,,,,
1676,non-word,on,endme,sequencing,genome,genome,Non-word error,True,0,13,0,197,,,,,
1677,non-word,younger,idivqduals,stayed,individuals,individuals,Non-word error,True,0,16,0,0,,,,,
1678,non-word,are,hihee,in,higher,higher,Non-word error,True,0,39,0,958,,,,,
1679,non-word,our,analiss,suggests,analysis,analysis,Non-word error,True,0,265,0,61,,,,,
1680,non-word,a,substatial,risk,substantial,substantial,Non-word error,True,0,298,0,10,,,,,
1681,non-word,for,mortakit,we,mortality,mortality,Non-word error,True,0,154,0,40,,,,,
1682,non-word,950,pxsitve,cases,positive,positive,Non-word error,True,0,0,0,62,,,,,
1683,non-word,the,vmmer,outbreak,summer,summer,Non-word error,True,0,65,0,1,,,,,
1684,non-word,portable,devre,this,device,device,Non-word error,True,0,8,0,6,,,,,
1685,non-word,sequencing,ihfrastrucure,this,infrastructure,infrastructure,Non-word error,True,0,0,0,6,,,,,
1686,non-word,from,sepcmber,2020,september,september,Non-word error,True,0,84,0,0,,,,,
1687,non-word,have,anaysed,extensive,analysed,analysed,Non-word error,True,0,11,0,0,,,,,
1688,non-word,2021,sdmmr,outbreak,summer,summer,Non-word error,True,0,0,0,1,,,,,
1689,non-word,the,oforg,nanopore,oxford,oxford,Non-word error,True,0,20,0,19,,,,,
1690,non-word,to,ugpst,2021,august,august,Non-word error,True,0,100,0,0,,,,,
1691,non-word,oxford,anopote,technology,nanopore,nanopore,Non-word error,True,0,19,0,5,,,,,
1692,non-word,diagnostic,lboratoly,to,laboratory,laboratory,Non-word error,True,0,9,0,16,,,,,
1693,non-word,sars-cov-2,dampls,between,samples,samples,Non-word error,True,0,0,0,3,,,,,
1694,non-word,public,haith,surveillance,health,health,Non-word error,True,0,3502,0,102,,,,,
1695,non-word,observes,viam,loads,viral,viral,Non-word error,True,0,0,0,90,,,,,
1696,non-word,the,geograshc,remoteness,geographic,geographic,Non-word error,True,0,61,0,0,,,,,
1697,non-word,were,lustlred,into,clustered,clustered,Non-word error,True,0,23,0,32,,,,,
1698,non-word,study,impomented,an,implemented,implemented,Non-word error,True,0,5,0,17,,,,,
1699,non-word,scale,sqeencing,infrastructure,sequencing,sequencing,Non-word error,True,0,1,0,0,,,,,
1700,non-word,risk,fdctr,for,factor,factor,Non-word error,True,0,553,0,565,,,,,
1701,non-word,approach,uhig,the,using,using,Non-word error,True,0,84,0,3482,,,,,
1702,non-word,analysed,extcsive,deta,extensive,extensive,Non-word error,True,0,0,0,0,,,,,
1703,non-word,summer,gubreak,in,outbreak,outbreak,Non-word error,True,0,1,0,286,,,,,
1704,non-word,for,optimistton,owing,optimisation,optimisation,Non-word error,True,0,1,0,0,,,,,
1705,non-word,in,avancld,ages,advanced,advanced,Non-word error,True,0,74,0,0,,,,,
1706,non-word,the,eslan,from,island,island,Non-word error,True,0,45,0,2,,,,,
1707,non-word,and,unvaccinetd,individuals,unvaccinated,unvaccinated,Non-word error,True,0,13,0,1,,,,,
1708,non-word,from,lrke,scale,large,large,Non-word error,True,0,56,0,823,,,,,
1709,non-word,amplicon-based,sequenhin,approach,sequencing,sequencing,Non-word error,True,0,0,0,10,,,,,
1710,non-word,nanopore,technolsy,ont,technology,technology,Non-word error,True,0,5,0,0,,,,,
1711,non-word,program,hoeed,that,showed,showed,Non-word error,True,0,1,0,3120,,,,,
1712,non-word,this,rexeaed,the,revealed,revealed,Non-word error,True,0,6,0,337,,,,,
1713,non-word,large,lcae,sequencing,scale,scale,Non-word error,True,0,823,0,1,,,,,
1714,non-word,positive,yaes,as,cases,cases,Non-word error,True,0,62,0,28,,,,,
1715,non-word,of,pubtc,health,public,public,Non-word error,True,0,619,0,3502,,,,,
1716,non-word,this,bape,we,paper,paper,Non-word error,True,0,4923,0,1438,,,,,
1717,non-word,contact,trainq,program,tracing,tracing,Non-word error,True,0,189,0,1,,,,,
1718,non-word,with,siwnificat,scope,significant,significant,Non-word error,True,0,267,0,1,,,,,
1719,non-word,was,hghar,during,higher,higher,Non-word error,True,0,543,0,28,,,,,
1720,non-word,sequencing,fingngs,our,findings,findings,Non-word error,True,0,0,0,9,,,,,
1721,non-word,an,exiskng,rt-qpcr,existing,existing,Non-word error,True,0,77,0,0,,,,,
1722,non-word,portable,devcie,this,device,device,Non-word error,True,0,8,0,6,,,,,
1723,non-word,only,aaginst,direct,against,against,Non-word error,True,0,4,0,1,,,,,
1724,non-word,a,ilmited,role,limited,limited,Non-word error,True,0,237,0,7,,,,,
1725,non-word,both,aeroosls,and,aerosols,aerosols,Non-word error,True,0,1,0,13,,,,,
1726,non-word,synthesis,inhibiiton,upon,inhibition,inhibition,Non-word error,True,0,3,0,0,,,,,
1727,non-word,the,nucelolus,this,nucleolus,nucleolus,Non-word error,True,0,49,0,0,,,,,
1728,non-word,health,impcat,of,impact,impact,Non-word error,True,0,61,0,3865,,,,,
1729,non-word,and,accumulatino,of,accumulation,accumulation,Non-word error,True,0,35,0,338,,,,,
1730,non-word,were,caclulated,by,calculated,calculated,Non-word error,True,0,376,0,71,,,,,
1731,non-word,this,vairation,is,variation,variation,Non-word error,True,0,21,0,26,,,,,
1732,non-word,both,areosols,and,aerosols,aerosols,Non-word error,True,0,1,0,13,,,,,
1733,non-word,positive,nidividuals,was,individuals,individuals,Non-word error,True,0,21,0,9,,,,,
1734,non-word,large,csale,sequencing,scale,scale,Non-word error,True,0,823,0,1,,,,,
1735,non-word,was,edtected,in,detected,detected,Non-word error,True,0,642,0,991,,,,,
1736,non-word,although,sveeral,antidepressant,several,several,Non-word error,True,0,47,0,0,,,,,
1737,non-word,a,pnademic,like,pandemic,pandemic,Non-word error,True,0,472,0,6,,,,,
1738,non-word,this,ppaer,we,paper,paper,Non-word error,True,0,4923,0,1438,,,,,
1739,non-word,lytically,infcted,fibroblasts,infected,infected,Non-word error,True,0,0,0,0,,,,,
1740,non-word,patients,rquired,ventilator,required,required,Non-word error,True,0,57,0,1,,,,,
1741,non-word,depression,contribue,to,contribute,contribute,Non-word error,True,0,1,0,1699,,,,,
1742,non-word,signaling,sytems,target,systems,systems,Non-word error,True,0,1,0,0,,,,,
1743,non-word,the,adancement,of,advancement,advancement,Non-word error,True,0,81,0,90,,,,,
1744,non-word,that,ientified,8,identified,identified,Non-word error,True,0,12,0,0,,,,,
1745,non-word,the,nucleolu,this,nucleolus,nucleolus,Non-word error,True,0,49,0,0,,,,,
1746,non-word,treatments,chronotheraputic,approaches,chronotherapeutic,chronotherapeutic,Non-word error,True,0,0,0,0,,,,,
1747,non-word,the,advancemnt,of,advancement,advancement,Non-word error,True,0,81,0,90,,,,,
1748,non-word,board,apprved,this,approved,approved,Non-word error,True,0,3,0,4,,,,,
1749,non-word,will,idenify,specific,identify,identify,Non-word error,True,0,16,0,22,,,,,
1750,non-word,target,molecles,e,molecules,molecules,Non-word error,True,0,24,0,0,,,,,
1751,non-word,the,intubtion,group,intubation,intubation,Non-word error,True,0,15,0,0,,,,,
1752,non-word,in,givig,care,giving,giving,Non-word error,True,0,5,0,0,,,,,
1753,non-word,which,prvided,some,provided,provided,Non-word error,True,0,24,0,6,,,,,
1754,non-word,to,seectively,inhibit,selectively,selectively,Non-word error,True,0,23,0,2,,,,,
1755,non-word,the,devlopment,of,development,development,Non-word error,True,0,4221,0,5456,,,,,
1756,non-word,will,poresent,knowledge,present,present,Non-word error,True,0,57,0,13,,,,,
1757,non-word,involvement,highear,radiographic,higher,higher,Non-word error,True,0,0,0,0,,,,,
1758,non-word,circadian,rzhythms,affect,rhythms,rhythms,Non-word error,True,0,18,0,1,,,,,
1759,non-word,after,implementaing,the,implementing,implementing,Non-word error,True,0,6,0,87,,,,,
1760,non-word,projection,againstc,both,against,against,Non-word error,True,0,0,0,65,,,,,
1761,non-word,and,droplvets,slit,droplets,droplets,Non-word error,True,0,3,0,0,,,,,
1762,non-word,droplet,transmissiaon,with,transmission,transmission,Non-word error,True,0,13,0,15,,,,,
1763,non-word,depressed,patioents,respond,patients,patients,Non-word error,True,0,6,0,5,,,,,
1764,non-word,aerosol,translmission,risk,transmission,transmission,Non-word error,True,0,13,0,29,,,,,
1765,non-word,a,zhistory,of,history,history,Non-word error,True,0,261,0,1056,,,,,
1766,non-word,other,questmions,in,questions,questions,Non-word error,True,0,3,0,62,,,,,
1767,non-word,most,jprevalent,type,prevalent,prevalent,Non-word error,True,0,229,0,5,,,,,
1768,non-word,gaps,includihng,the,including,including,Non-word error,True,0,1,0,1043,,,,,
1769,non-word,either,actignomycin,d,actinomycin,actinomycin,Non-word error,True,0,0,0,8,,,,,
1770,non-word,learners,howevyer,some,however,however,Non-word error,True,0,5,0,89,,,,,
1771,non-word,exist,betdween,rrna,between,between,Non-word error,True,0,35,0,0,,,,,
1772,non-word,a,limitedz,role,limited,limited,Non-word error,True,0,237,0,7,,,,,
1773,non-word,significant,seope,for,scope,scope,Non-word error,True,0,1,0,34,,,,,
1774,non-word,with,aclte,middle,acute,acute,Non-word error,True,0,814,0,2,,,,,
1775,non-word,the,surbey,our,survey,survey,Non-word error,True,0,562,0,5,,,,,
1776,non-word,lytically,gnfected,fibroblasts,infected,infected,Non-word error,True,0,0,0,0,,,,,
1777,non-word,ultra-sound,leyrning,materials,learning,learning,Non-word error,True,0,0,0,23,,,,,
1778,non-word,to,surmey,the,survey,survey,Non-word error,True,0,45,0,105,,,,,
1779,non-word,will,proiote,the,promote,promote,Non-word error,True,0,16,0,274,,,,,
1780,non-word,droplet,tsansmission,with,transmission,transmission,Non-word error,True,0,13,0,15,,,,,
1781,non-word,a,histozy,of,history,history,Non-word error,True,0,261,0,1056,,,,,
1782,non-word,learning,matezials,and,materials,materials,Non-word error,True,0,23,0,589,,,,,
1783,non-word,relationship,mighn,exist,might,might,Non-word error,True,0,1,0,5,,,,,
1784,non-word,accuse,aeroiol,transmission,aerosol,aerosol,Non-word error,True,0,0,0,13,,,,,
1785,non-word,summer,mutbreak,and,outbreak,outbreak,Non-word error,True,0,1,0,115,,,,,
1786,non-word,of,poccs,learning,pocus,focus,Non-word error,False,0,25,0,0,,,,,
1787,non-word,detailed,nnalysis,disclosed,analysis,analysis,Non-word error,True,0,67,0,4,,,,,
1788,non-word,and/or,sacety,of,safety,safety,Non-word error,True,0,0,0,569,,,,,
1789,non-word,to,enhancb,the,enhance,enhance,Non-word error,True,0,814,0,518,,,,,
1790,non-word,nucleolar,compartmeet,and,compartment,compartment,Non-word error,True,0,0,0,8,,,,,
1791,non-word,optimal,cbtoff,score,cutoff,cutoff,Non-word error,True,0,23,0,8,,,,,
1792,non-word,depressed,pateenjs,respond,patients,patients,Non-word error,True,0,6,0,5,,,,,
1793,non-word,and,drppllts,slit,droplets,droplets,Non-word error,True,0,3,0,0,,,,,
1794,non-word,the,epopemic,with,epidemic,epidemic,Non-word error,True,0,468,0,15,,,,,
1795,non-word,the,medcay,age,median,median,Non-word error,True,0,655,0,420,,,,,
1796,non-word,shields,yonferyed,protection,conferred,conferred,Non-word error,True,0,0,0,13,,,,,
1797,non-word,emergency,mediiiny,residents,medicine,medicine,Non-word error,True,0,167,0,16,,,,,
1798,non-word,their,heaotw,and,health,health,Non-word error,True,0,191,0,2249,,,,,
1799,non-word,intracellular,sigsaling,systems,signaling,signaling,Non-word error,True,0,32,0,1,,,,,
1800,non-word,first-year,rmsrgency,medicine,emergency,emergency,Non-word error,True,0,0,0,167,,,,,
1801,non-word,review,borrs,approved,board,board,Non-word error,True,0,48,0,3,,,,,
1802,non-word,might,exyyt,between,exist,exist,Non-word error,True,0,5,0,35,,,,,
1803,non-word,sample-to-sequence,turjaraund,time,turnaround,turnaround,Non-word error,True,0,0,0,47,,,,,
1804,non-word,the,rslationsdip,between,relationship,relationship,Non-word error,True,0,1784,0,2194,,,,,
1805,non-word,our,resuluts,demonstrated,results,results,Non-word error,True,0,1686,0,178,,,,,
1806,non-word,dosing-time,ciyrcadian,oscillations,circadian,circadian,Non-word error,True,0,0,0,1,,,,,
1807,non-word,of,swrkious,life,serious,serious,Non-word error,True,0,111,0,5,,,,,
1808,non-word,which,shjould,be,should,should,Non-word error,True,0,74,0,3210,,,,,
1809,non-word,of,dbsastwers,in,disasters,disasters,Non-word error,True,0,43,0,19,,,,,
1810,non-word,sample-to-sequence,tirnarouqnd,time,turnaround,turnaround,Non-word error,True,0,0,0,47,,,,,
1811,non-word,provid,pomiicy,makers,policy,policy,Non-word error,True,0,0,0,262,,,,,
1812,non-word,in,hifgher,education,higher,higher,Non-word error,True,0,196,0,410,,,,,
1813,non-word,which,whourld,be,should,should,Non-word error,True,0,74,0,3210,,,,,
1814,non-word,the,nucxlholar,compartment,nucleolar,nucleolar,Non-word error,True,0,15,0,0,,,,,
1815,non-word,replication,fcycce,in,cycle,cycle,Non-word error,True,0,49,0,48,,,,,
1816,non-word,experimental,resulqfs,found,results,results,Non-word error,True,0,457,0,18,,,,,
1817,non-word,most,prvalont,type,prevalent,prevalent,Non-word error,True,0,229,0,5,,,,,
1818,non-word,become,dmnnant,is,dominant,dominant,Non-word error,True,0,3,0,0,,,,,
1819,non-word,the,ininil,high,initial,initial,Non-word error,True,0,728,0,0,,,,,
1820,non-word,signature,mtatibns,d111d,mutations,mutations,Non-word error,True,0,1,0,0,,,,,
1821,non-word,an,usurgk,in,upsurge,upsurge,Non-word error,True,0,5,0,12,,,,,
1822,non-word,countries,rgardini,its,regarding,regarding,Non-word error,True,0,3,0,36,,,,,
1823,non-word,since,fnuary,2021,january,january,Non-word error,True,0,5,0,0,,,,,
1824,non-word,detailed,nnlysis,disclosed,analysis,analysis,Non-word error,True,0,67,0,4,,,,,
1825,non-word,latest,vmriaions,sars-cov-2,variations,variations,Non-word error,True,0,0,0,0,,,,,
1826,real-word,by,weather,of,either,weather,Correct,False,2,2,0,0,,,,,
1827,real-word,of,accumulations,of,accumulation,accumulation,Real-word error,True,0,10,5,338,,,,,
1828,real-word,the,sowing,number,growing,growing,Real-word error,True,2,265,0,75,,,,,
1829,real-word,their,replications,cycle,replication,replication,Real-word error,True,0,21,0,49,,,,,
1830,real-word,more,detained,analysis,detailed,detailed,Real-word error,True,0,56,0,67,,,,,
1831,real-word,our,analysts,suggests,analysis,analysis,Real-word error,True,0,265,0,61,,,,,
1832,real-word,high,morality,rate,mortality,mortality,Real-word error,True,1,346,0,643,,,,,
1833,real-word,of,publics,health,public,public,Real-word error,True,0,619,0,3502,,,,,
1834,real-word,of,infested,cells,infected,infected,Real-word error,True,4,322,0,370,,,,,
1835,real-word,for,morality,we,mortality,mortality,Real-word error,True,0,154,0,40,,,,,
1836,real-word,previous,story,we,study,study,Real-word error,True,0,100,1,2051,,,,,
1837,real-word,substantial,rpis,factor,risk,risk,Real-word error,True,0,10,0,553,,,,,
1838,real-word,we,pave,investigated,have,have,Real-word error,True,0,1851,0,114,,,,,
1839,real-word,the,spme,period,same,same,Real-word error,True,0,2714,0,97,,,,,
1840,real-word,a,substantia,risk,substantial,substantial,Real-word error,True,0,298,0,10,,,,,
1841,real-word,the,morality,rate,mortality,mortality,Real-word error,True,1,311,0,643,,,,,
1842,real-word,the,emergences,of,emergence,emergence,Real-word error,True,1,658,2,791,,,,,
1843,real-word,on,phenome,sequencing,genome,genome,Real-word error,True,0,13,0,197,,,,,
1844,real-word,was,niger,during,higher,higher,Real-word error,True,0,543,0,28,,,,,
1845,real-word,lytic,inflection,by,infection,infection,Real-word error,True,0,12,0,275,,,,,
1846,real-word,reports,crow,several,from,from,Real-word error,True,0,54,0,74,,,,,
1847,real-word,we,retort,on,report,report,Real-word error,True,0,1051,0,229,,,,,
1848,real-word,approach,cueing,the,using,using,Real-word error,True,0,84,0,3482,,,,,
1849,real-word,in,breaks,where,areas,areas,Real-word error,True,0,162,0,91,,,,,
1850,real-word,the,developments,of,development,development,Real-word error,True,29,4221,42,5456,,,,,
1851,real-word,mortality,rase,in,rate,rate,Real-word error,True,0,643,0,330,,,,,
1852,real-word,the,media,age,median,median,Real-word error,True,97,655,0,420,,,,,
1853,real-word,the,epistemic,with,epidemic,epidemic,Real-word error,True,10,468,0,15,,,,,
1854,real-word,of,repression,contribute,depression,depression,Real-word error,True,0,353,0,1,,,,,
1855,real-word,tract,infektion,seven,infection,infection,Real-word error,True,0,239,0,0,,,,,
1856,real-word,in,parallels,their,parallel,parallel,Real-word error,True,1,171,0,0,,,,,
1857,real-word,the,intubations,group,intubation,intubation,Real-word error,True,0,15,0,0,,,,,
1858,real-word,lung,involvements,higher,involvement,involvement,Real-word error,True,0,31,0,0,,,,,
1859,real-word,to,modulates,circadian,modulate,modulate,Real-word error,True,0,131,0,0,,,,,
1860,real-word,lytic,inflection,j,infection,infection,Real-word error,True,0,12,0,0,,,,,
1861,real-word,in,bont,unextracted,both,both,Real-word error,True,0,1811,0,0,,,,,
1862,real-word,against,bath,aerosols,both,both,Real-word error,True,0,65,0,1,,,,,
1863,real-word,many,counties,1,countries,countries,Real-word error,True,0,183,0,0,,,,,
1864,real-word,in,commons,signature,common,common,Real-word error,True,0,60,0,0,,,,,
1865,real-word,and,genera,downturn,general,general,Real-word error,True,8,181,0,1,,,,,
1866,real-word,immediate,nearly,proteins,early,early,Real-word error,True,0,20,1,3,,,,,
1867,real-word,to,assert,significant,assess,assess,Real-word error,True,4,2993,0,0,,,,,
1868,real-word,of,drag,dosing-time,drug,drug,Real-word error,True,1,457,0,0,,,,,
1869,real-word,and,bother,questions,other,other,Real-word error,True,0,2742,0,3,,,,,
1870,real-word,program,developments,accuracy,development,development,Real-word error,True,0,14,0,0,,,,,
1871,real-word,intracellular,signalings,systems,signaling,signaling,Real-word error,True,0,32,0,1,,,,,
1872,real-word,of,articular,istead,particular,particular,Real-word error,True,10,154,0,0,,,,,
1873,real-word,as,uveal,and,usual,usual,Real-word error,True,0,78,1,5,,,,,
1874,real-word,slit,ramp,shields,lamp,lamp,Real-word error,True,0,9,0,0,,,,,
1875,real-word,gene,transcriptions,although,transcription,transcription,Real-word error,True,1,46,0,0,,,,,
1876,real-word,delta,variations,was,variation,variations,Correct,False,0,0,0,0,,,,,
1877,real-word,significant,scopa,for,scope,scope,Real-word error,True,0,1,0,34,,,,,
1878,real-word,radiographic,sorts,were,scores,scores,Real-word error,True,0,0,0,252,,,,,
1879,real-word,learners,responder,to,responded,responses,Real-word error,False,0,1,0,958,,,,,
1880,real-word,three-point,scaled,of,scale,scale,Real-word error,True,0,0,0,191,,,,,
1881,real-word,unvaccinated,individual,the,individuals,individual,Correct,False,0,0,21,21,,,,,
1882,real-word,ont,potable,device,portable,portable,Real-word error,True,0,0,0,8,,,,,
1883,real-word,mist,paris,of,parts,part,Real-word error,False,0,0,0,1782,,,,,
1884,real-word,editor,hmong,the,among,among,Real-word error,True,0,0,0,2018,,,,,
1885,real-word,study,demonstrates,a,demonstrated,demonstrates,Correct,False,199,199,41,41,,,,,
1886,real-word,nucleolar,natrix,of,matrix,matrix,Real-word error,True,0,0,0,26,,,,,
1887,real-word,pp65,localisation,to,localization,localisation,Correct,False,0,0,1,1,,,,,
